title,control_title,Mod,priority,Recommendation Steps/Approach,COST,
Security,EBS volumes should be attached to EC2 instances,AWS Well-Architected Framework,P1,Ensure EBS volumes are attached to EC2 instances. Steps: 1. Review EBS volume configurations. 2. Attach unassigned volumes to running instances. # REF:EBS Volumes :https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ebs-attaching-volume.html,Cost: None/$0 ,
Security,SSM managed instance associations should be compliant,AWS Well-Architected Framework,P1,Ensure SSM managed instance associations are compliant. Steps: 1. Review managed instance settings. 2. Ensure compliance with SSM standards. # REF:SSM Compliance :https://docs.aws.amazon.com/systems-manager/latest/userguide/monitoring-compliance.html,Cost: None/$0 ,
Security,SSM managed instance patching should be compliant,AWS Well-Architected Framework,P1,Ensure SSM managed instance patching is compliant. Steps: 1. Review patching settings. 2. Ensure that all managed instances are updated as per the patch baseline. # REF:SSM Patch Manager :https://docs.aws.amazon.com/systems-manager/latest/userguide/systems-manager-patch.html,Cost: None/$0 ,
Security,CloudTrail trail log file validation should be enabled,AWS Well-Architected Framework,P1,Ensure CloudTrail trail log file validation is enabled. Steps: 1. Check CloudTrail settings. 2. Enable log file validation for trails. # REF:CloudTrail Log Validation :https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-log-file-validation-enabling.html,Cost: None/$0 ,
Security,API Gateway stage cache encryption at rest should be enabled,AWS Well-Architected Framework,P1,Ensure API Gateway stage cache encryption at rest is enabled. Steps: 1. Review API Gateway settings. 2. Enable cache encryption for all stages. # REF:API Gateway Cache Encryption :https://docs.aws.amazon.com/apigateway/latest/developerguide/api-gateway-caching.html,Cost: None/$0 ,
Security,Backup recovery points should be encrypted,AWS Well-Architected Framework,P1,Ensure backup recovery points are encrypted. Steps: 1. Review backup configurations. 2. Enable encryption for all backup recovery points. # REF:Backup Encryption :https://docs.aws.amazon.com/aws-backup/latest/devguide/encryption.html,Cost: None/$0 ,
Security,CodeBuild project artifact encryption should be enabled,AWS Well-Architected Framework,P1,Ensure CodeBuild project artifact encryption is enabled. Steps: 1. Review CodeBuild project settings. 2. Enable artifact encryption. # REF:CodeBuild Artifact Encryption :https://docs.aws.amazon.com/codebuild/latest/userguide/sample-encryption.html,Cost: None/$0 ,
Security,CodeBuild project S3 logs should be encrypted,AWS Well-Architected Framework,P1,Ensure CodeBuild project S3 logs are encrypted. Steps: 1. Review logging settings for CodeBuild. 2. Enable encryption for S3 logs. # REF:CodeBuild Logs :https://docs.aws.amazon.com/codebuild/latest/userguide/sample-encryption.html,Cost: None/$0 ,
Security,KMS keys should not be pending deletion,AWS Well-Architected Framework,P1,Ensure KMS keys are not pending deletion. Steps: 1. Review KMS key settings. 2. Restore keys if pending deletion. # REF:KMS Key Management :https://docs.aws.amazon.com/kms/latest/developerguide/key-policy-modifying.html,Cost: None/$0 ,
Security,BP02 Enforce encryption at rest,AWS Well-Architected Framework,P1,Enforce encryption at rest for all applicable resources. Steps: 1. Identify resources that require encryption. 2. Implement encryption for each identified resource. # REF:Encryption at Rest :https://docs.aws.amazon.com/securityhub/latest/userguide/securityhub-standards-aws-foundational.html,Cost: None/$0 ,
Security,EFS file system encryption at rest should be enabled,AWS Well-Architected Framework,P1,Ensure EFS file system encryption at rest is enabled. Steps: 1. Review EFS settings. 2. Enable encryption at rest if not already enabled. # REF:EFS Encryption :https://docs.aws.amazon.com/efs/latest/ug/encryption.html,Cost: None/$0 ,
Security,ES domain encryption at rest should be enabled,AWS Well-Architected Framework,P1,Ensure Elasticsearch domain encryption at rest is enabled. Steps: 1. Review ES domain settings. 2. Enable encryption for the ES domain if not enabled. # REF:ES Encryption :https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-acl.html,Cost: None/$0 ,
Security,OpenSearch domains should have encryption at rest enabled,AWS Well-Architected Framework,P1,Ensure OpenSearch domains have encryption at rest enabled. Steps: 1. Review OpenSearch domain settings. 2. Enable encryption at rest for the domains. # REF:OpenSearch Encryption :https://docs.aws.amazon.com/opensearch-service/latest/developerguide/encryption-at-rest.html,Cost: None/$0 ,
Security,RDS DB instance encryption at rest should be enabled,AWS Well-Architected Framework,P1,Ensure RDS DB instance encryption at rest is enabled. Steps: 1. Check RDS instance settings. 2. Enable encryption for any unencrypted instances. # REF:RDS Encryption :https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html,Cost: None/$0 ,
Security,RDS DB snapshots should be encrypted at rest,AWS Well-Architected Framework,P1,Ensure RDS DB snapshots are encrypted at rest. Steps: 1. Review snapshot settings. 2. Enable encryption for all snapshots. # REF:RDS Snapshots :https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html,Cost: None/$0 ,
Security,CloudTrail trail logs should be encrypted with KMS CMK,AWS Well-Architected Framework,P1,Ensure CloudTrail trail logs are encrypted with KMS CMK. Steps: 1. Review CloudTrail settings. 2. Enable KMS encryption for all trails. # REF:CloudTrail Encryption :https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-key-management.html,Cost: None/$0 ,
Security,DynamoDB table should have encryption enabled,AWS Well-Architected Framework,P1,Ensure DynamoDB tables have encryption enabled. Steps: 1. Review DynamoDB table settings. 2. Enable encryption for tables if not enabled. # REF:DynamoDB Encryption :https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/Encryption.html,Cost: None/$0 ,
Security,EBS default encryption should be enabled,AWS Well-Architected Framework,P1,Ensure EBS default encryption is enabled. Steps: 1. Review EBS settings. 2. Enable default encryption for new volumes. # REF:EBS Encryption :https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EBSEncryption.html,Cost: None/$0 ,
Security,EKS clusters should be configured to have kubernetes secrets encrypted using KMS,AWS Well-Architected Framework,P1,Ensure EKS clusters are configured to have Kubernetes secrets encrypted using KMS. Steps: 1. Check EKS settings. 2. Enable KMS encryption for secrets. # REF:EKS Secrets Encryption :https://docs.aws.amazon.com/eks/latest/userguide/secrets-encryption.html,Cost: None/$0 ,
Security,Glue dev endpoints CloudWatch logs encryption should be enabled,AWS Well-Architected Framework,P1,Ensure Glue dev endpoints CloudWatch logs encryption is enabled. Steps: 1. Review Glue dev endpoint settings. 2. Enable CloudWatch logs encryption if not already enabled. # REF:Glue Logging :https://docs.aws.amazon.com/glue/latest/dg/monitoring-glue.html,Cost: None/$0 ,
Security,Glue dev endpoints job bookmark encryption should be enabled,AWS Well-Architected Framework,P1,Ensure Glue dev endpoints job bookmark encryption is enabled. Steps: 1. Review job bookmark settings. 2. Enable encryption for job bookmarks if not already enabled. # REF:Glue Job Bookmarks :https://docs.aws.amazon.com/glue/latest/dg/monitoring-glue.html#glue-monitoring-bookmarks,Cost: None/$0 ,
Security,Glue dev endpoints S3 encryption should be enabled,AWS Well-Architected Framework,P1,Ensure Glue dev endpoints S3 encryption is enabled. Steps: 1. Review S3 bucket settings for Glue. 2. Enable encryption for Glue S3 buckets. # REF:Glue S3 Encryption :https://docs.aws.amazon.com/glue/latest/dg/security-encryption.html,Cost: None/$0 ,
Security,Glue jobs S3 encryption should be enabled,AWS Well-Architected Framework,P1,Ensure Glue jobs S3 encryption is enabled. Steps: 1. Review Glue job S3 settings. 2. Enable S3 bucket encryption if not already enabled. # REF:Glue S3 Encryption :https://docs.aws.amazon.com/sagemaker/latest/dg/security-iam.html,Cost: None/$0 ,
Security,Glue jobs bookmarks encryption should be enabled,AWS Well-Architected Framework,P1,Ensure Glue jobs bookmarks encryption is enabled. Steps: 1. Review job bookmarks settings. 2. Enable encryption for job bookmarks. # REF:Glue Job Bookmarks :https://docs.aws.amazon.com/sagemaker/latest/dg/security-encryption.html,Cost: None/$0 ,
Security,Glue jobs CloudWatch logs encryption should be enabled,AWS Well-Architected Framework,P1,Ensure Glue jobs CloudWatch logs encryption is enabled. Steps: 1. Review Glue job settings. 2. Enable CloudWatch logs encryption if not enabled. # REF:Glue Logging :https://docs.aws.amazon.com/sagemaker/latest/dg/security-encryption.html,Cost: None/$0 ,
Security,SageMaker notebook instances should be encrypted using CMK,AWS Well-Architected Framework,P1,Ensure SageMaker notebook instances are encrypted using CMK. Steps: 1. Review SageMaker notebook settings. 2. Enable CMK encryption if not enabled. # REF:SageMaker Encryption :https://docs.aws.amazon.com/redshift/latest/mgmt/patterns-audit-logging.html,Cost: None/$0 ,
Security,SageMaker training jobs should be enabled with inter-container traffic encryption,AWS Well-Architected Framework,P1,Ensure SageMaker training jobs are enabled with inter-container traffic encryption. Steps: 1. Review training job settings. 2. Enable inter-container traffic encryption if not enabled. # REF:SageMaker Training Encryption :https://docs.aws.amazon.com/redshift/latest/mgmt/security-iam.html,Cost: None/$0 ,
Security,SageMaker training jobs volumes and outputs should have KMS encryption enabled,AWS Well-Architected Framework,P1,Ensure SageMaker training jobs volumes and outputs have KMS encryption enabled. Steps: 1. Review training job volume settings. 2. Enable KMS encryption if not already enabled. # REF:SageMaker Training Volumes :https://docs.aws.amazon.com/AmazonS3/latest/userguide/default-encryption.html,Cost: None/$0 ,
Security,AWS Redshift audit logging should be enabled,AWS Well-Architected Framework,P1,Ensure AWS Redshift audit logging is enabled. Steps: 1. Review Redshift settings. 2. Enable audit logging if not already enabled. # REF:Redshift Audit Logging :https://docs.aws.amazon.com/redshift/latest/mgmt/patterns-audit-logging.html,Cost: None/$0 ,
Security,AWS Redshift clusters should be encrypted with KMS,AWS Well-Architected Framework,P1,Ensure AWS Redshift clusters are encrypted with KMS. Steps: 1. Review Redshift cluster settings. 2. Enable KMS encryption if not already enabled. # REF:Redshift KMS Encryption :https://docs.aws.amazon.com/redshift/latest/mgmt/security-iam.html,Cost: None/$0 ,
Security,S3 bucket default encryption should be enabled,AWS Well-Architected Framework,P1,Ensure S3 bucket default encryption is enabled. Steps: 1. Review S3 bucket settings. 2. Enable default encryption for S3 buckets if not enabled. # REF:S3 Default Encryption :https://docs.aws.amazon.com/AmazonS3/latest/userguide/default-encryption.html,Cost: None/$0 ,
Security,SageMaker endpoint configuration encryption should be enabled,AWS Well-Architected Framework,P1,Ensure SageMaker endpoint configuration encryption is enabled. Steps: 1. Review endpoint configuration settings. 2. Enable encryption if not already enabled. # REF:SageMaker Endpoint Encryption :https://docs.aws.amazon.com/sagemaker/latest/dg/security-iam.html,Cost: None/$0 ,
Security,SageMaker notebook instance encryption should be enabled,AWS Well-Architected Framework,P1,Ensure SageMaker notebook instances encryption is enabled. Steps: 1. Review notebook instance settings. 2. Enable encryption if not already enabled. # REF:SageMaker Notebook Encryption :https://docs.aws.amazon.com/sagemaker/latest/dg/security-notebook.html,Cost: None/$0 ,
Security,SageMaker notebook instances should be encrypted using CMK,AWS Well-Architected Framework,P1,Ensure SageMaker notebook instances are encrypted using CMK. Steps: 1. Review notebook settings. 2. Enable CMK encryption if not enabled. # REF:SageMaker CMK Encryption :https://docs.aws.amazon.com/sagemaker/latest/dg/security-iam.html,Cost: None/$0 ,
Security,SNS topics should be encrypted at rest,AWS Well-Architected Framework,P1,Ensure SNS topics are encrypted at rest. Steps: 1. Review SNS topic settings. 2. Enable encryption at rest if not already enabled. # REF:SNS Encryption :https://docs.aws.amazon.com/sns/latest/dg/sns-server-side-encryption.html,Cost: None/$0 ,
Security,S3 bucket versioning should be enabled,AWS Well-Architected Framework,P1,Ensure S3 bucket versioning is enabled. Steps: 1. Review S3 bucket settings. 2. Enable versioning if not already enabled. # REF:S3 Versioning :https://docs.aws.amazon.com/AmazonS3/latest/userguide/Versioning.html,Cost: None/$0 ,
Security,AWS account should be part of AWS Organizations,AWS Well-Architected Framework,P1,"Ensure the AWS account is part of AWS Organizations. Steps: 1. Check account settings. 2. If not part of Organizations, create an organization and add the account. # REF:AWS Organizations :https://docs.aws.amazon.com/organizations/latest/userguide/orgs_getting-started.html",Cost: None/$0 ,
